Const,Your Rating,Date Rated,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,YearRated,Metascore Rating
tt4720674,7,2016-01-02,Paul à Québec,https://www.imdb.com/title/tt4720674/,movie,7,98,2015,"Comedy, Drama",454,2015-09-18,François Bouvier,2016,NA
tt4731008,4,2016-08-31,Robinson Crusoe,https://www.imdb.com/title/tt4731008/,movie,5.3,91,2016,"Animation, Adventure, Comedy, Family",4502,2016-02-04,"Mimi Maynard, Ben Stassen, Vincent Kesteloot",2016,3.6
tt4731136,5,2017-02-16,A Cure for Wellness,https://www.imdb.com/title/tt4731136/,movie,6.4,146,2016,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",59099,2016-12-10,Gore Verbinski,2017,4.7
tt4731504,7,2016-02-06,Dofus - Livre 1: Julith,https://www.imdb.com/title/tt4731504/,movie,7.5,100,2015,"Animation, Adventure, Comedy, Fantasy",386,2015-11-07,"Jean-Jacques Denis, Anthony Roux",2016,NA
tt4741714,6,2016-08-04,Five,https://www.imdb.com/title/tt4741714/,movie,6.3,102,2016,Comedy,1881,2016-01-16,Igor Gotsmanov,2016,NA
tt4746484,5,2016-08-15,L'économie du couple,https://www.imdb.com/title/tt4746484/,movie,6.5,100,2016,Drama,1417,2016-05-13,Joachim Lafosse,2016,6.6
tt0475290,6,2016-02-20,"Hail, Caesar!",https://www.imdb.com/title/tt0475290/,movie,6.3,106,2016,"Comedy, Mystery",101708,2016-02-01,"Joel Coen, Ethan Coen",2016,7.2
tt4758646,4,2017-06-24,War Machine,https://www.imdb.com/title/tt4758646/,movie,6,122,2017,"Comedy, Drama, War",29083,2017-05-26,David Michôd,2017,5.6
tt4769824,7,2017-09-07,Kono sekai no katasumi ni,https://www.imdb.com/title/tt4769824/,movie,7.9,129,2016,"Animation, Drama, Family, Fantasy, History, War",3819,2016-10-28,Sunao Katabuchi,2017,7.3
tt4769836,2,2017-10-01,The Do-Over,https://www.imdb.com/title/tt4769836/,movie,5.7,108,2016,"Action, Adventure, Comedy, Mystery",29079,2016-05-27,Steven Brill,2017,2.2
tt4772750,3,2016-03-06,Ego Trip,https://www.imdb.com/title/tt4772750/,movie,5.6,105,2015,Comedy,191,2015-07-08,Benoit Pelletier,2016,NA
tt4776964,2,2016-08-01,Irréprochable,https://www.imdb.com/title/tt4776964/,movie,6.4,103,2016,Thriller,516,2016-07-03,Sébastien Marnier,2016,NA
tt0477988,4,2017-12-11,Jean-Philippe,https://www.imdb.com/title/tt0477988/,movie,6.1,90,2006,"Comedy, Fantasy, Music",1547,2006-04-05,Laurent Tuel,2017,NA
tt4824302,3,2016-08-07,Mother's Day,https://www.imdb.com/title/tt4824302/,movie,5.6,118,2016,"Comedy, Drama",25074,2016-04-13,Garry Marshall,2016,1.8
tt4840554,4,2016-07-03,L'idéal,https://www.imdb.com/title/tt4840554/,movie,5.1,90,2016,Drama,513,2016-06-15,Frédéric Beigbeder,2016,NA
tt4846232,7,2017-09-17,Good Time,https://www.imdb.com/title/tt4846232/,movie,7.3,101,2017,"Crime, Drama, Thriller",37006,2017-05-25,"Josh Safdie, Benny Safdie",2017,8
tt4846340,7,2017-03-19,Hidden Figures,https://www.imdb.com/title/tt4846340/,movie,7.8,127,2016,"Biography, Drama, History",147706,2016-12-25,Theodore Melfi,2017,7.4
tt4857596,8,2016-07-11,Adopte un veuf,https://www.imdb.com/title/tt4857596/,movie,6.2,97,2016,"Comedy, Drama",895,2016-01-16,François Desagnat,2016,NA
tt4897822,8,2016-09-20,Where to Invade Next,https://www.imdb.com/title/tt4897822/,movie,7.6,120,2015,"Documentary, Comedy",19233,2015-09-10,Michael Moore,2016,6.4
tt0490215,6,2017-05-14,Silence,https://www.imdb.com/title/tt0490215/,movie,7.2,161,2016,"Adventure, Drama, History",74470,2016-11-29,Martin Scorsese,2017,7.9
tt4902716,5,2016-09-04,Rebirth,https://www.imdb.com/title/tt4902716/,movie,5,100,2016,Thriller,2452,2016-04-17,Karl Mueller,2016,NA
tt0491175,4,2017-12-10,Suburbicon,https://www.imdb.com/title/tt0491175/,movie,5.6,105,2017,"Crime, Drama, Mystery, Thriller",20015,2017-09-02,George Clooney,2017,4.2
tt4925292,8,2018-03-01,Lady Bird,https://www.imdb.com/title/tt4925292/,movie,7.5,94,2017,"Comedy, Drama",115482,2017-09-01,Greta Gerwig,2018,9.4
tt4926822,4,2016-08-14,C'est quoi cette famille?!,https://www.imdb.com/title/tt4926822/,movie,6.1,99,2016,Comedy,470,2016-05-15,Gabriel Julien-Laferrière,2016,NA
tt4938374,4,2016-03-05,Open Season: Scared Silly,https://www.imdb.com/title/tt4938374/,video,5.1,84,2015,"Animation, Adventure, Comedy, Family, Horror",1741,2015-12-18,David Feiss,2016,NA
tt4948452,6,2016-04-23,L'étudiante et Monsieur Henri,https://www.imdb.com/title/tt4948452/,movie,6.8,98,2015,"Comedy, Drama",2261,2015-08-27,Ivan Calbérac,2016,NA
tt4954522,6,2017-03-28,Grave,https://www.imdb.com/title/tt4954522/,movie,7,99,2016,"Drama, Horror",38200,2016-05-14,Julia Ducournau,2017,8.1
tt4960934,4,2016-09-18,Smaragdgrün,https://www.imdb.com/title/tt4960934/,movie,5.9,113,2016,Fantasy,1293,2016-06-24,"Felix Fuchssteiner, Katharina Schöde",2016,NA
tt4972582,6,2017-02-26,Split,https://www.imdb.com/title/tt4972582/,movie,7.3,117,2016,"Horror, Thriller",260727,2016-09-26,M. Night Shyamalan,2017,6.2
tt4975722,7,2017-03-05,Moonlight,https://www.imdb.com/title/tt4975722/,movie,7.4,111,2016,Drama,191864,2016-09-02,Barry Jenkins,2017,9.9
tt4977530,7,2017-07-08,Viceroy's House,https://www.imdb.com/title/tt4977530/,movie,6.6,106,2017,"Biography, Drama, History, Romance",4126,2017-02-12,Gurinder Chadha,2017,5.3
tt4979860,2,2016-07-03,Camping 3,https://www.imdb.com/title/tt4979860/,movie,4.3,105,2016,Comedy,638,2016-06-07,Fabien Onteniente,2016,NA
tt4995790,7,2017-10-21,The Square,https://www.imdb.com/title/tt4995790/,movie,7.4,151,2017,"Comedy, Drama",30204,2017-05-20,Ruben Östlund,2017,7.3
tt5013056,7,2017-07-22,Dunkirk,https://www.imdb.com/title/tt5013056/,movie,8,106,2017,"Action, Drama, History, Thriller, War",381642,2017-07-13,Christopher Nolan,2017,9.4
tt5027774,7,2018-01-21,"Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/,movie,8.2,115,2017,"Crime, Drama",222746,2017-09-04,Martin McDonagh,2018,8.8
tt5029602,5,2016-10-20,Brice 3,https://www.imdb.com/title/tt5029602/,movie,4.3,95,2016,Comedy,865,2016-09-23,James Huth,2016,NA
tt5029608,8,2016-09-16,Frantz,https://www.imdb.com/title/tt5029608/,movie,7.5,113,2016,"Drama, History, Romance, War",8720,2016-09-03,François Ozon,2016,7.3
tt5037626,7,2017-08-03,Crash Test Aglaé,https://www.imdb.com/title/tt5037626/,movie,6.5,85,2017,"Comedy, Drama",345,2017-08-02,Eric Gravel,2017,NA
tt5052448,7,2017-05-06,Get Out,https://www.imdb.com/title/tt5052448/,movie,7.7,104,2017,"Horror, Mystery, Thriller",297950,2017-01-23,Jordan Peele,2017,8.4
tt5058358,2,2016-07-11,Hibou,https://www.imdb.com/title/tt5058358/,movie,4.8,82,2016,Comedy,144,2016-07-06,Ramzy Bedia,2016,NA
tt5061360,7,2017-12-29,La promesse de l'aube,https://www.imdb.com/title/tt5061360/,movie,7.5,131,2017,"Biography, Drama, Romance",513,2017-10-14,Eric Barbier,2017,NA
tt5078204,5,2016-12-04,Demain tout commence,https://www.imdb.com/title/tt5078204/,movie,7.4,118,2016,"Comedy, Drama",12910,2016-11-04,Hugo Gélin,2016,NA
tt5078214,5,2016-09-16,Victoria,https://www.imdb.com/title/tt5078214/,movie,6.3,97,2016,"Comedy, Drama, Romance",2096,2016-05-12,Justine Triet,2016,NA
tt5078326,4,2016-03-15,Médecin de campagne,https://www.imdb.com/title/tt5078326/,movie,6.5,102,2016,"Comedy, Drama",1975,2016-01-25,Thomas Lilti,2016,NA
tt5091538,5,2016-11-25,La folle histoire de Max et Léon,https://www.imdb.com/title/tt5091538/,movie,6.2,98,2016,"Comedy, War",1172,2016-08-27,Jonathan Barré,2016,NA
tt5092380,5,2018-04-08,Dans la brume,https://www.imdb.com/title/tt5092380/,movie,6.2,89,2018,Sci-Fi,268,2018-04-04,Daniel Roby,2018,NA
tt5104604,5,2018-04-15,Isle of Dogs,https://www.imdb.com/title/tt5104604/,movie,8.2,101,2018,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi",20888,2018-02-15,Wes Anderson,2018,8.2
tt5109784,6,2017-09-30,Mother!,https://www.imdb.com/title/tt5109784/,movie,6.7,121,2017,"Drama, Horror, Mystery",114499,2017-09-05,Darren Aronofsky,2017,7.5
tt5114984,6,2016-07-03,L'outsider,https://www.imdb.com/title/tt5114984/,movie,6.7,117,2016,"Biography, Drama, Thriller",766,2016-06-21,Christophe Barratier,2016,NA
tt5115024,4,2016-10-29,Retour chez ma mère,https://www.imdb.com/title/tt5115024/,movie,5.8,97,2016,"Comedy, Drama",1373,2016-04-13,Eric Lavaine,2016,NA
tt5155780,4,2017-08-04,The Discovery,https://www.imdb.com/title/tt5155780/,movie,6.3,102,2017,"Drama, Mystery, Romance, Sci-Fi, Thriller",20414,2017-01-20,Charlie McDowell,2017,5.4
tt5157682,4,2017-01-27,L'ascension,https://www.imdb.com/title/tt5157682/,movie,6.9,103,2017,"Adventure, Comedy, Romance",2257,2017-01-18,Ludovic Bernard,2017,NA
tt5168192,6,2017-02-21,"I, Daniel Blake",https://www.imdb.com/title/tt5168192/,movie,7.9,100,2016,Drama,37294,2016-05-13,Ken Loach,2017,7.8
tt5197068,3,2016-11-12,Tamara,https://www.imdb.com/title/tt5197068/,movie,5.6,103,2016,Comedy,228,2016-08-25,Alexandre Castagnetti,2016,NA
tt5208216,7,2017-11-15,Wonderstruck,https://www.imdb.com/title/tt5208216/,movie,6.3,116,2017,"Drama, Family, Mystery",5082,2017-05-18,Todd Haynes,2017,7.1
tt5215952,8,2016-08-16,Gok-seong,https://www.imdb.com/title/tt5215952/,movie,7.4,156,2016,"Horror, Mystery, Thriller",27093,2016-05-12,Hong-jin Na,2016,8.1
tt5247022,7,2016-12-24,Paterson,https://www.imdb.com/title/tt5247022/,movie,7.4,118,2016,"Comedy, Drama, Romance",45876,2016-05-16,Jim Jarmusch,2016,9
tt5247704,7,2017-07-15,Ce qui nous lie,https://www.imdb.com/title/tt5247704/,movie,7,113,2017,"Comedy, Drama",1940,2017-05-16,Cédric Klapisch,2017,5.8
tt5253294,6,2016-09-29,Radin!,https://www.imdb.com/title/tt5253294/,movie,5.8,89,2016,Comedy,2713,2016-09-02,Fred Cavayé,2016,NA
tt5256722,7,2017-01-09,Il a déjà tes yeux,https://www.imdb.com/title/tt5256722/,movie,6.1,95,2016,Comedy,1195,2016-08-27,Lucien Jean-Baptiste,2017,NA
tt5258850,8,2017-10-26,Au revoir là-haut,https://www.imdb.com/title/tt5258850/,movie,7.6,117,2017,"Crime, Drama",2601,2017-07-27,Albert Dupontel,2017,NA
tt5294550,7,2017-12-29,All the Money in the World,https://www.imdb.com/title/tt5294550/,movie,6.9,132,2017,"Biography, Crime, Drama, Mystery, Thriller",32808,2017-12-18,Ridley Scott,2017,7.2
tt5311514,8,2016-12-29,Kimi no na wa.,https://www.imdb.com/title/tt5311514/,movie,8.4,106,2016,"Animation, Drama, Fantasy, Romance",90410,2016-07-03,Makoto Shinkai,2016,7.9
tt5313906,6,2017-10-29,Zombillénium,https://www.imdb.com/title/tt5313906/,movie,6.7,78,2017,"Animation, Comedy, Fantasy",280,2017-05-24,"Alexis Ducord, Arthur de Pins",2017,NA
tt5324800,3,2016-06-06,Ils sont partout,https://www.imdb.com/title/tt5324800/,movie,5.1,111,2016,Comedy,628,2016-06-01,Yvan Attal,2016,NA
tt5351818,4,2017-02-21,Rock'n Roll,https://www.imdb.com/title/tt5351818/,movie,6.1,123,2017,"Comedy, Drama",2435,2017-02-02,Guillaume Canet,2017,NA
tt5360996,5,2018-03-31,Mary Magdalene,https://www.imdb.com/title/tt5360996/,movie,6,120,2018,Drama,1740,2018-02-26,Garth Davis,2018,4.5
tt5362988,7,2017-09-06,Wind River,https://www.imdb.com/title/tt5362988/,movie,7.8,107,2017,"Crime, Drama, Mystery, Thriller",119928,2017-01-21,Taylor Sheridan,2017,7.3
tt5390504,8,2017-10-25,Detroit,https://www.imdb.com/title/tt5390504/,movie,7.4,143,2017,"Crime, Drama, Thriller",30097,2017-07-25,Kathryn Bigelow,2017,7.7
tt5442430,4,2017-04-18,Life,https://www.imdb.com/title/tt5442430/,movie,6.6,104,2017,"Horror, Sci-Fi, Thriller",155481,2017-03-18,Daniel Espinosa,2017,5.4
tt5478478,7,2018-03-17,Hostiles,https://www.imdb.com/title/tt5478478/,movie,7.2,134,2017,"Adventure, Drama, Western",18178,2017-09-02,Scott Cooper,2018,6.5
tt5519340,3,2017-12-23,Bright,https://www.imdb.com/title/tt5519340/,movie,6.4,117,2017,"Action, Crime, Fantasy, Thriller",123992,2017-12-22,David Ayer,2017,2.9
tt5539054,3,2017-07-10,You Get Me,https://www.imdb.com/title/tt5539054/,movie,4.6,89,2017,Thriller,6517,2017-06-23,Brent Bonacorso,2017,NA
tt5544384,8,2017-04-20,Gekijo-ban Sword Art Online: Ordinal Scale,https://www.imdb.com/title/tt5544384/,movie,7.4,119,2017,"Animation, Action, Adventure, Fantasy, Sci-Fi",2824,2017-02-18,Tomohiko Itô,2017,NA
tt5555502,7,2016-06-26,Bienvenue à Marly-Gomont,https://www.imdb.com/title/tt5555502/,movie,7,96,2016,"Biography, Comedy, Drama",4262,2016-06-08,Julien Rambaldi,2016,NA
tt5580036,7,2018-03-03,"I, Tonya",https://www.imdb.com/title/tt5580036/,movie,7.6,120,2017,"Biography, Comedy, Drama, Sport",83479,2017-09-08,Craig Gillespie,2018,7.7
tt5580390,7,2018-02-21,The Shape of Water,https://www.imdb.com/title/tt5580390/,movie,7.5,123,2017,"Adventure, Drama, Fantasy, Horror, Romance, Thriller",202624,2017-08-31,Guillermo del Toro,2018,8.7
tt5592248,6,2017-08-24,The Beguiled,https://www.imdb.com/title/tt5592248/,movie,6.4,93,2017,"Drama, Thriller",33991,2017-05-24,Sofia Coppola,2017,7.7
tt5597946,2,2016-07-14,Débarquement immédiat!,https://www.imdb.com/title/tt5597946/,movie,5.7,90,2016,Comedy,826,2016-07-13,Philippe de Chauveron,2016,NA
tt5598110,6,2016-11-26,Iris,https://www.imdb.com/title/tt5598110/,movie,6.1,99,2016,Thriller,1793,2016-11-16,Jalil Lespert,2016,NA
tt5598160,6,2017-11-01,Jeune femme,https://www.imdb.com/title/tt5598160/,movie,6.8,97,2017,Drama,854,2017-05-23,Léonor Serraille,2017,8
tt5610626,3,2017-06-13,Dragonheart: Battle for the Heartfire,https://www.imdb.com/title/tt5610626/,movie,5.2,98,2017,Fantasy,1266,2017-06-13,Patrik Syversen,2017,NA
tt5629340,4,2017-09-06,Ôtez-moi d'un doute,https://www.imdb.com/title/tt5629340/,movie,6.8,100,2017,"Comedy, Drama",728,2017-03-30,Carine Tardieu,2017,NA
tt5640450,5,2017-08-02,ARQ,https://www.imdb.com/title/tt5640450/,movie,6.4,88,2016,"Sci-Fi, Thriller",24049,2016-09-09,Tony Elliott,2017,NA
tt5649144,7,2017-12-24,The Florida Project,https://www.imdb.com/title/tt5649144/,movie,7.6,111,2017,Drama,45857,2017-05-22,Sean Baker,2017,9.2
tt5657028,5,2017-02-16,Alibi.com,https://www.imdb.com/title/tt5657028/,movie,6.5,90,2017,Comedy,4230,2017-01-20,Philippe Lacheau,2017,NA
tt5669936,2,2017-12-30,The Recall,https://www.imdb.com/title/tt5669936/,movie,4.7,90,2017,"Horror, Sci-Fi, Thriller",6739,2017-06-02,Mauro Borrelli,2017,NA
tt5687040,6,2017-05-20,Les fantômes d'Ismaël,https://www.imdb.com/title/tt5687040/,movie,5.7,114,2017,"Drama, Romance, Thriller",1076,2017-05-17,Arnaud Desplechin,2017,6.6
tt5699154,6,2017-10-09,Le sens de la fête,https://www.imdb.com/title/tt5699154/,movie,7,117,2017,Comedy,3945,2017-07-05,"Olivier Nakache, Éric Toledano",2017,NA
tt5700672,7,2016-08-15,Busanhaeng,https://www.imdb.com/title/tt5700672/,movie,7.5,118,2016,"Action, Horror, Thriller",86838,2016-05-13,Sang-ho Yeon,2016,7.2
tt5702566,1,2017-07-09,Stasis,https://www.imdb.com/title/tt5702566/,movie,3,90,2017,"Adventure, Sci-Fi",2365,2017-06-04,Nicole Jones-Dion,2017,NA
tt5715410,6,2017-08-13,The Son of Bigfoot,https://www.imdb.com/title/tt5715410/,movie,6.2,92,2017,"Animation, Comedy, Family, Fantasy",2510,2017-07-26,"Ben Stassen, Jeremy Degruson",2017,NA
tt5715874,7,2017-11-05,The Killing of a Sacred Deer,https://www.imdb.com/title/tt5715874/,movie,7.1,121,2017,"Drama, Mystery, Thriller",57038,2017-05-22,Yorgos Lanthimos,2017,7.3
tt5723272,5,2018-01-28,Aus dem Nichts,https://www.imdb.com/title/tt5723272/,movie,7.2,106,2017,"Crime, Drama",7301,2017-05-26,Fatih Akin,2018,6.4
tt5726616,8,2018-03-03,Call Me by Your Name,https://www.imdb.com/title/tt5726616/,movie,8,132,2017,"Drama, Romance",101157,2017-01-22,Luca Guadagnino,2018,9.3
tt5731132,3,2017-07-14,Hirune-hime: Shiranai watashi no monogatari,https://www.imdb.com/title/tt5731132/,movie,6.4,111,2017,"Animation, Adventure, Drama, Family, Fantasy, Sci-Fi",591,2017-03-02,Kenji Kamiyama,2017,6.9
tt5736696,4,2017-02-05,Raid dingue,https://www.imdb.com/title/tt5736696/,movie,5.4,105,2016,"Action, Comedy",2059,2016-12-19,Dany Boon,2017,NA
tt5742374,7,2017-11-12,You Were Never Really Here,https://www.imdb.com/title/tt5742374/,movie,7,89,2017,"Drama, Mystery, Thriller",21657,2017-05-27,Lynne Ramsay,2017,8.4
tt5770430,1,2017-07-14,Ozzy,https://www.imdb.com/title/tt5770430/,movie,5.2,90,2016,"Animation, Adventure, Comedy, Family",1389,2016-10-14,"Nacho La Casa, Alberto Rodríguez",2017,NA
tt5776858,8,2018-02-25,Phantom Thread,https://www.imdb.com/title/tt5776858/,movie,7.7,130,2017,"Drama, Romance",53893,2017-11-24,Paul Thomas Anderson,2018,9
tt5783956,3,2018-02-14,When We First Met,https://www.imdb.com/title/tt5783956/,movie,6.4,97,2018,"Comedy, Fantasy, Romance",21562,2018-02-09,Ari Sandel,2018,3.5
tt5804948,3,2017-04-09,À bras ouverts,https://www.imdb.com/title/tt5804948/,movie,5.3,92,2017,Comedy,1421,2017-04-05,Philippe de Chauveron,2017,NA
tt5825380,3,2018-02-02,Wonder Wheel,https://www.imdb.com/title/tt5825380/,movie,6.2,101,2017,Drama,11857,2017-10-14,Woody Allen,2018,4.5
tt5833730,4,2016-12-11,Papa ou maman 2,https://www.imdb.com/title/tt5833730/,movie,6.2,NA,2016,Comedy,877,2016-11-20,Martin Bourboulon,2016,NA
tt5834036,7,2017-03-18,1:54,https://www.imdb.com/title/tt5834036/,movie,6.7,106,2016,"Drama, Sport",879,2016-08-24,Yan England,2017,4.6
tt5843850,3,2018-04-13,Kings,https://www.imdb.com/title/tt5843850/,movie,4.8,92,2017,"Crime, Drama, Romance, Thriller",289,2017-09-13,Deniz Gamze Ergüven,2018,3.4
tt5859238,8,2018-01-04,Lucky,https://www.imdb.com/title/tt5859238/,movie,7.4,88,2017,"Comedy, Drama",7395,2017-03-11,John Carroll Lynch,2018,7.9
tt5969846,4,2017-04-23,Sous le même toit,https://www.imdb.com/title/tt5969846/,movie,5.2,97,2017,Comedy,439,2017-01-19,Dominique Farrugia,2017,NA
tt5972780,1,2017-09-06,Bonne pomme,https://www.imdb.com/title/tt5972780/,movie,5,101,2017,Comedy,116,2017-08-25,Florence Quentin,2017,NA
tt5975354,2,2017-04-09,"Telle mère, telle fille",https://www.imdb.com/title/tt5975354/,movie,5,94,2017,Comedy,557,2017-03-29,Noémie Saglio,2017,NA
tt5976178,2,2017-03-29,Gangsterdam,https://www.imdb.com/title/tt5976178/,movie,4.1,100,2017,Comedy,433,2017-03-07,Romain Lévy,2017,NA
tt6009140,6,2017-04-28,Jour J,https://www.imdb.com/title/tt6009140/,movie,6.2,94,2017,Comedy,1539,2017-03-30,Reem Kherici,2017,NA
tt6021478,2,2017-10-27,Épouse-moi mon pote,https://www.imdb.com/title/tt6021478/,movie,6.1,92,2017,Comedy,861,2017-10-25,Tarek Boudali,2017,NA
tt6021860,4,2017-07-21,Sales gosses,https://www.imdb.com/title/tt6021860/,movie,4.9,88,2017,Comedy,98,2017-07-19,Frédéric Quiring,2017,NA
tt6063866,7,2017-04-12,C'est beau la vie quand on y pense,https://www.imdb.com/title/tt6063866/,movie,5.1,95,2017,NANA,90,2017-04-12,Gérard Jugnot,2017,NA
tt6081632,5,2017-06-04,Marie-Francine,https://www.imdb.com/title/tt6081632/,movie,5.5,95,2017,Comedy,452,2017-05-31,Valérie Lemercier,2017,NA
tt6096500,3,2017-09-26,L'un dans l'autre,https://www.imdb.com/title/tt6096500/,movie,5.2,85,2017,Comedy,280,2017-08-23,Bruno Chiche,2017,NA
tt6119504,2,2017-09-17,#REALITYHIGH,https://www.imdb.com/title/tt6119504/,movie,5.2,99,2017,"Comedy, Drama, Romance",2356,2017-09-08,Fernando Lebrija,2017,NA
tt6144762,3,2017-10-19,Coexister,https://www.imdb.com/title/tt6144762/,movie,5.9,90,2017,"Comedy, Music",482,2017-08-25,Fabrice Eboué,2017,NA
tt6183834,7,2017-11-04,Carbone,https://www.imdb.com/title/tt6183834/,movie,6.9,104,2017,"Crime, Thriller",549,2017-10-13,Olivier Marchal,2017,NA
tt6194538,4,2017-09-30,Le petit Spirou,https://www.imdb.com/title/tt6194538/,movie,4.2,86,2017,"Comedy, Family",130,2017-08-27,Nicolas Bary,2017,NA
tt6286630,4,2017-07-08,Mon poussin,https://www.imdb.com/title/tt6286630/,movie,4.9,97,2017,Comedy,220,2017-06-28,Frédéric Forestier,2017,NA
tt6286668,3,2017-12-23,Tout là-haut,https://www.imdb.com/title/tt6286668/,movie,5.7,99,2017,Adventure,95,2017-09-24,Serge Hazanavicius,2017,NA
tt6293032,3,2017-09-23,Mon garçon,https://www.imdb.com/title/tt6293032/,movie,5.7,84,2017,"Drama, Thriller",395,2017-08-23,Christian Carion,2017,NA
tt6294822,7,2018-01-28,The Post,https://www.imdb.com/title/tt6294822/,movie,7.2,116,2017,"Biography, Drama, History, Thriller",65553,2017-12-22,Steven Spielberg,2018,8.3
tt6298780,1,2017-09-09,Sharknado 5: Global Swarming,https://www.imdb.com/title/tt6298780/,tvMovie,4.1,93,2017,"Action, Adventure, Comedy, Horror, Sci-Fi",3110,2017-08-06,Anthony C. Ferrante,2017,NA
tt6304046,7,2017-11-25,Thelma,https://www.imdb.com/title/tt6304046/,movie,7.1,116,2017,"Drama, Fantasy, Mystery, Romance, Thriller",12398,2017-08-20,Joachim Trier,2017,7.4
tt6314690,5,2017-07-16,Les as de la jungle,https://www.imdb.com/title/tt6314690/,movie,5,97,2017,"Animation, Adventure, Comedy, Family, Fantasy",338,2017-06-13,David Alaux,2017,3.8
tt6330052,4,2017-10-06,Gauguin - Voyage de Tahiti,https://www.imdb.com/title/tt6330052/,movie,5.8,102,2017,"Biography, Drama, Romance",346,2017-09-20,Edouard Deluc,2017,NA
tt6336356,7,2018-02-20,Meari to majo no hana,https://www.imdb.com/title/tt6336356/,movie,6.8,102,2017,"Animation, Adventure, Family, Fantasy",2262,2017-07-08,Hiromasa Yonebayashi,2018,7.3
tt6350304,5,2017-12-31,L'échange des princesses,https://www.imdb.com/title/tt6350304/,movie,7.9,100,2017,"Drama, History",195,2017-12-27,Marc Dugain,2017,NA
tt6414890,2,2018-03-24,Eva,https://www.imdb.com/title/tt6414890/,movie,4.8,100,2018,"Drama, Romance",231,2018-02-17,Benoît Jacquot,2018,3.8
tt6423776,5,2017-10-01,Un beau soleil intérieur,https://www.imdb.com/title/tt6423776/,movie,6.2,94,2017,"Comedy, Drama, Romance",1634,2017-05-18,Claire Denis,2017,7.8
tt6445396,4,2017-03-26,L'embarras du choix,https://www.imdb.com/title/tt6445396/,movie,5.4,95,2017,"Comedy, Romance",375,2017-01-19,Eric Lavaine,2017,NA
tt6452332,7,2017-09-05,Yoake tsugeru Rû no uta,https://www.imdb.com/title/tt6452332/,movie,6.9,112,2017,"Animation, Adventure, Comedy, Family, Fantasy, Music",385,2017-05-19,Masaaki Yuasa,2017,NA
tt6470762,3,2017-11-22,Mazinger Z: Infinity,https://www.imdb.com/title/tt6470762/,movie,6,95,2017,"Animation, Action, Sci-Fi",795,2017-10-27,Junji Shimizu,2017,NA
tt6481478,6,2017-09-26,Les grands esprits,https://www.imdb.com/title/tt6481478/,movie,6.9,106,2017,"Comedy, Drama",239,2017-08-24,Olivier Ayache-Vidal,2017,NA
tt6515342,5,2017-10-22,Knock,https://www.imdb.com/title/tt6515342/,movie,5.8,113,2017,Comedy,745,2017-10-18,Lorraine Lévy,2017,NA
tt6515420,3,2017-12-18,La deuxième étoile,https://www.imdb.com/title/tt6515420/,movie,4.3,NA,2017,Comedy,37,2017-11-08,Lucien Jean-Baptiste,2017,NA
tt6645154,6,2017-07-08,Les hommes du feu,https://www.imdb.com/title/tt6645154/,movie,6.1,90,2017,Drama,159,2017-06-23,Pierre Jolivet,2017,NA
tt6781638,3,2018-03-28,Dolphins,https://www.imdb.com/title/tt6781638/,movie,NA,75,2018,Documentary,NA,2018-05-02,"Alastair Fothergill, Keith Scholey",2018,NA
tt6820184,2,2018-03-08,"Madame Mills, une voisine si parfaite",https://www.imdb.com/title/tt6820184/,movie,4.1,88,2018,Comedy,95,2018-03-07,Sophie Marceau,2018,NA
tt6830780,4,2017-07-30,Loosideu deurim,https://www.imdb.com/title/tt6830780/,movie,6.1,101,2017,"Sci-Fi, Thriller",1515,2017-02-22,Kim Joon-Sung,2017,NA
tt6838702,5,2018-03-15,Tout le monde debout,https://www.imdb.com/title/tt6838702/,movie,5.7,107,2018,"Comedy, Romance",322,2018-02-23,Franck Dubosc,2018,NA
tt6857988,4,2018-04-23,Je ne suis pas un homme facile,https://www.imdb.com/title/tt6857988/,movie,6.5,98,2018,Comedy,1402,2018-04-13,Eleonore Pourriat,2018,NA
tt6859418,4,2018-02-24,La ch'tite famille,https://www.imdb.com/title/tt6859418/,movie,5.7,107,2018,Comedy,342,2018-01-13,Dany Boon,2018,NA
tt6923840,4,2018-01-13,Normandie nue,https://www.imdb.com/title/tt6923840/,movie,5.4,105,2018,"Comedy, Drama",67,2018-01-10,Philippe Le Guay,2018,NA
tt6947294,4,2017-06-24,Les ex,https://www.imdb.com/title/tt6947294/,movie,5.5,84,2017,Comedy,320,2017-06-14,Maurice Barthélémy,2017,NA
tt6960736,5,2018-04-22,Love Addict,https://www.imdb.com/title/tt6960736/,movie,5.1,93,2018,Comedy,31,2018-03-17,Frank Bellocq,2018,NA
tt6972372,6,2018-04-23,Place publique,https://www.imdb.com/title/tt6972372/,movie,6.2,98,2018,"Comedy, Drama",77,2018-04-18,Agnès Jaoui,2018,NA
tt6995612,2,2018-04-04,Gaston Lagaffe,https://www.imdb.com/title/tt6995612/,movie,4,NA,2018,Comedy,100,2018-03-17,Pierre-François Martin-Laval,2018,NA
